alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
0,0.0972,211.0,,38.0,46.6,1,0,1,1,0,0,0,4,9.0,0
2,0.6753,212.0,60.4,58.1,54.5,0,0,1,0,0,0,0,1,29.0,1
3,0.1733,198.0,69.3,65.5,58.6,0,0,0,1,0,1,0,1,74.0,1
3,0.1768,92.0,48.2,28.3,62.6,0,0,0,0,0,0,0,0,46.0,0
2,,571.0,49.0,65.3,56.5,1,0,0,1,1,0,0,3,109.0,1
2,0.2362,198.0,28.0,29.9,60.9,0,1,1,0,1,1,0,1,65.0,1
3,0.1954,185.0,48.3,53.2,61.0,2,0,0,1,1,0,1,1,18.0,1
2,0.2255,147.0,29.3,37.5,,0,0,0,0,0,1,1,1,51.0,0
0,0.1975,242.0,18.7,76.5,49.6,1,0,0,0,1,1,0,3,46.0,0
3,0.2661,757.0,32.5,,79.3,1,0,0,1,1,0,0,1,,0
4,0.0702,927.0,69.2,38.2,28.3,0,0,0,0,1,0,0,3,50.0,0
3,0.6801,115.0,47.1,57.0,58.7,1,0,0,1,1,1,0,1,32.0,1
4,0.2367,241.0,56.0,48.8,54.5,1,0,0,0,0,1,0,0,76.0,0
1,,156.0,42.8,32.4,68.7,0,0,1,0,0,0,0,0,16.0,0
1,0.1005,475.0,19.8,62.9,38.7,0,0,0,0,1,0,0,0,19.0,1
2,0.1757,330.0,68.9,25.1,54.0,1,0,0,0,0,0,0,1,,1
1,0.1481,194.0,12.9,39.5,,0,0,0,0,1,0,0,2,174.0,1
3,0.5425,299.0,42.0,46.4,79.1,0,0,1,0,1,0,0,2,23.0,1
2,0.1649,216.0,51.0,67.0,67.3,1,0,1,0,1,0,0,1,,0
2,0.3454,684.0,56.1,74.4,43.1,2,0,0,0,1,0,0,2,17.0,1
1,0.1499,373.0,38.9,71.5,54.2,1,0,1,0,1,0,0,2,57.0,1
2,0.1775,407.0,,52.7,76.2,2,0,0,1,1,1,0,1,42.0,1
6,,70.0,37.6,18.6,42.8,1,0,0,1,0,0,0,0,66.0,0
1,0.4344,266.0,38.5,60.9,60.7,1,0,1,0,0,0,0,1,66.0,1
1,0.0758,868.0,28.1,85.1,61.9,1,0,1,0,0,0,0,3,38.0,0
1,0.104,572.0,69.5,73.5,55.8,2,0,0,0,0,0,0,1,18.0,0
2,0.078,102.0,,61.9,100.0,1,0,0,0,1,1,0,0,110.0,0
0,0.111,228.0,57.4,37.2,55.4,2,1,0,1,1,0,0,0,18.0,0
1,0.1372,142.0,,47.1,69.2,0,0,0,0,0,0,0,0,4.0,1
0,,693.0,59.3,84.0,49.7,0,0,1,0,0,1,0,2,7.0,1
1,0.1432,316.0,49.6,33.7,70.4,0,0,0,0,0,0,0,2,9.0,0
2,0.0752,185.0,56.2,,75.9,1,0,1,0,1,0,0,2,61.0,1
1,0.1225,281.0,,69.1,52.6,0,0,0,0,0,1,0,1,163.0,1
0,0.3907,64.0,59.8,48.5,61.1,1,0,1,0,0,0,0,3,7.0,1
4,0.3205,161.0,,37.3,47.7,0,0,1,0,0,0,0,1,15.0,0
3,0.268,293.0,4.5,77.9,43.7,2,0,1,0,0,0,0,1,30.0,0
5,0.157,476.0,58.8,61.9,78.6,2,0,0,0,0,0,0,1,95.0,1
1,0.0921,95.0,49.8,49.3,53.1,1,0,0,0,1,0,1,1,18.0,0
2,0.1217,228.0,60.6,37.8,23.4,0,0,0,0,1,0,0,1,54.0,0
1,0.2093,481.0,42.6,,90.2,2,0,0,0,0,1,0,1,23.0,1
4,0.4137,132.0,78.8,,49.2,1,0,1,0,0,0,0,1,223.0,1
2,0.3739,319.0,43.7,76.0,58.1,0,0,0,0,0,0,0,1,31.0,1
2,0.322,292.0,59.6,68.4,88.3,0,0,0,0,0,1,0,2,41.0,1
2,,723.0,62.7,47.2,59.7,0,0,0,0,0,1,0,2,33.0,1
3,0.245,253.0,82.9,47.3,59.4,0,0,0,0,0,1,1,3,25.0,0
1,0.1797,251.0,46.3,76.7,42.3,0,0,0,0,0,0,1,0,52.0,0
1,0.1919,442.0,40.2,76.9,35.8,1,0,0,0,1,0,0,2,15.0,1
2,0.698,136.0,25.0,26.8,59.3,0,0,1,1,0,0,0,1,6.0,0
6,0.1098,270.0,79.9,,67.8,1,0,0,0,1,0,0,3,38.0,0
1,0.1884,215.0,59.6,53.2,66.9,1,0,0,1,0,1,0,1,53.0,1
4,0.4998,271.0,60.2,39.5,54.3,0,0,0,0,0,0,0,1,17.0,1
2,0.1016,449.0,100.0,58.9,62.3,0,0,0,0,0,0,0,0,28.0,0
2,0.1598,,57.9,34.8,32.6,1,0,0,1,0,0,0,1,10.0,1
2,0.1702,186.0,28.6,48.0,69.4,1,0,1,0,0,1,0,1,65.0,1
2,0.2013,303.0,48.5,43.0,64.6,1,0,0,0,1,0,0,2,64.0,1
1,0.0891,626.0,24.5,47.5,93.6,1,0,1,0,1,0,0,3,44.0,1
3,0.3353,182.0,44.9,53.9,62.1,2,0,0,0,0,0,0,3,40.0,0
0,0.2913,293.0,44.8,39.8,46.9,0,0,0,0,0,0,0,2,10.0,0
5,0.3605,269.0,41.4,78.6,,0,0,1,1,0,1,0,2,11.0,1
1,0.1328,266.0,26.9,62.4,,1,0,1,1,1,0,0,3,39.0,1
2,0.2387,115.0,80.7,81.9,69.0,1,0,0,0,0,0,0,1,42.0,1
2,0.1388,612.0,57.4,52.6,62.4,1,0,1,1,0,0,1,1,43.0,1
3,0.2013,188.0,47.9,46.8,41.8,0,0,1,1,1,0,0,1,25.0,0
0,0.6599,475.0,65.6,81.4,35.8,0,0,0,0,1,0,0,2,,1
3,0.2548,204.0,60.5,46.3,66.2,1,0,0,0,0,0,0,0,76.0,0
3,0.1258,204.0,57.0,52.3,84.1,2,0,0,0,0,1,0,3,33.0,1
2,0.2514,549.0,,65.8,,1,0,0,0,0,1,0,0,31.0,1
1,0.1019,477.0,54.4,36.4,75.0,4,0,1,0,0,0,0,5,38.0,0
1,0.1109,309.0,64.1,,,1,0,0,0,0,0,0,2,28.0,1
1,0.1209,419.0,65.6,63.8,66.3,1,0,0,0,1,1,0,5,,1
2,0.1783,240.0,54.9,,49.0,0,0,0,0,0,0,0,1,108.0,0
3,0.4047,286.0,48.0,68.4,65.1,0,0,0,0,1,0,0,1,70.0,1
5,0.3746,208.0,79.5,74.5,81.3,0,0,1,0,0,0,0,1,54.0,0
4,0.3422,482.0,43.4,53.3,70.5,0,0,0,0,1,0,0,4,34.0,1
1,0.1171,188.0,59.0,42.1,74.0,0,0,0,0,0,1,0,1,13.0,0
5,0.2024,676.0,59.5,86.6,54.6,2,1,0,1,0,0,1,0,34.0,1
3,0.2807,241.0,41.0,32.1,58.8,1,0,1,0,0,1,0,0,66.0,0
2,0.1611,285.0,37.5,33.6,60.1,1,0,1,1,0,1,0,2,,1
2,,427.0,45.6,63.5,61.2,1,0,1,0,0,1,0,1,4.0,0
2,0.2902,285.0,43.1,79.4,80.7,0,0,0,0,0,0,0,3,249.0,1
0,0.1667,230.0,25.8,57.8,24.4,1,0,0,0,1,1,0,1,47.0,0
3,0.2737,282.0,40.3,70.0,62.5,1,0,1,0,1,0,0,2,79.0,1
4,0.6163,479.0,56.8,25.1,60.7,1,0,1,0,0,1,0,1,,0
0,0.1837,188.0,74.8,47.5,40.1,0,0,0,0,0,0,0,2,26.0,0
1,0.4101,257.0,62.0,26.9,72.7,0,0,1,1,0,1,0,0,47.0,0
0,0.2746,272.0,5.2,66.7,50.4,0,0,0,1,0,0,0,0,10.0,1
5,0.1216,481.0,63.5,,56.3,0,0,0,1,0,0,0,0,2.0,0
2,0.1242,,42.0,35.8,91.6,0,0,1,0,0,0,0,0,32.0,1
3,0.1528,776.0,60.2,62.7,78.2,0,0,0,0,0,0,0,0,,0
1,0.134,253.0,51.7,,71.2,1,0,1,0,0,0,0,1,88.0,1
1,0.204,242.0,48.5,52.6,68.1,2,0,0,0,0,0,0,2,27.0,0
2,,256.0,50.2,63.6,59.4,2,1,1,1,0,0,0,2,29.0,1
1,0.4276,134.0,51.6,,94.0,0,0,0,0,0,0,0,2,54.0,1
0,0.2392,153.0,76.2,51.8,74.8,1,1,1,0,1,0,1,2,87.0,0
1,0.1678,206.0,51.6,38.6,50.0,4,0,1,0,0,0,0,0,14.0,0
2,,526.0,61.5,,39.6,2,0,0,1,0,0,0,2,66.0,0
2,0.2366,276.0,68.9,64.2,71.1,1,0,0,0,1,0,0,2,25.0,1
3,0.2452,220.0,64.0,68.4,61.1,0,0,0,0,0,0,0,1,28.0,0
3,0.2673,564.0,19.8,59.7,39.1,0,0,0,0,0,0,0,2,53.0,0
1,0.6828,648.0,72.1,37.5,68.9,1,0,1,0,0,1,1,1,54.0,1
1,0.4241,550.0,43.8,65.4,,0,0,0,0,0,0,0,0,32.0,1
3,0.3722,180.0,64.9,55.0,70.5,0,0,1,1,0,0,1,1,12.0,1
2,0.1341,214.0,,47.8,69.1,3,0,0,0,1,0,0,1,8.0,1
0,0.1523,733.0,30.7,50.6,52.3,0,0,0,0,0,1,0,2,27.0,0
0,0.1916,309.0,87.6,44.6,72.1,1,1,1,0,0,0,0,1,60.0,1
2,0.1486,,34.8,68.3,54.0,2,0,0,0,0,0,1,0,35.0,0
3,0.3183,426.0,72.6,33.7,55.1,0,0,0,0,0,0,0,1,34.0,0
3,0.2941,500.0,54.1,40.1,53.5,0,0,0,0,1,0,0,3,43.0,0
4,0.1411,214.0,44.4,50.1,80.1,1,0,0,0,0,0,0,2,40.0,0
2,0.4397,318.0,,79.2,57.5,2,0,0,0,1,1,0,3,19.0,1
2,,469.0,28.6,70.8,84.0,0,0,1,1,0,1,1,2,58.0,1
1,0.0828,146.0,41.8,30.4,90.5,1,0,0,0,0,0,0,1,54.0,0
2,0.2213,283.0,32.5,75.3,50.2,1,0,1,1,0,0,1,1,21.0,1
1,0.2502,149.0,44.9,75.2,15.3,1,0,0,1,0,0,0,0,35.0,1
2,0.3887,164.0,68.7,37.4,78.7,0,0,0,1,0,1,0,1,7.0,1
0,0.1677,198.0,56.6,17.2,56.5,2,0,0,0,0,1,0,0,28.0,0
0,0.3183,352.0,25.3,53.9,,2,0,0,0,0,0,0,0,22.0,0
2,0.2523,236.0,67.3,71.8,52.6,0,0,1,0,0,0,0,1,76.0,1
1,0.104,193.0,51.9,78.9,55.4,1,0,0,1,0,0,1,2,27.0,1
3,0.111,295.0,42.2,41.9,82.8,1,0,0,0,1,1,1,1,68.0,1
3,0.4482,153.0,65.4,81.3,64.6,0,0,0,0,0,0,1,6,37.0,1
1,0.4139,349.0,49.0,21.6,82.5,0,0,0,0,0,0,0,1,4.0,0
5,0.3255,557.0,31.0,49.5,69.9,2,0,0,0,0,0,0,0,20.0,1
2,0.5182,269.0,85.3,48.7,57.1,0,1,0,0,0,0,1,1,32.0,1
5,0.4873,267.0,51.7,,55.8,0,0,0,0,0,1,0,2,35.0,0
0,0.2941,332.0,50.5,74.5,71.0,0,0,0,0,0,0,0,2,36.0,1
2,0.1379,92.0,44.7,69.3,75.1,1,0,1,1,0,0,0,3,23.0,0
2,0.59,378.0,73.2,34.7,77.9,0,0,1,0,0,0,1,0,19.0,0
1,0.2879,1519.0,42.6,75.9,57.8,0,0,0,1,0,0,0,1,11.0,0
2,0.1841,263.0,24.2,62.6,64.8,1,0,0,0,0,0,0,1,,0
6,0.2004,286.0,39.8,29.9,71.3,1,0,1,0,1,1,0,2,35.0,1
5,0.3139,450.0,,24.0,55.9,2,0,0,1,0,0,0,0,14.0,0
2,0.0908,696.0,57.0,70.6,43.8,1,0,0,1,1,0,0,1,80.0,1
3,0.3552,491.0,47.4,52.3,49.1,2,0,0,1,0,0,0,1,5.0,1
3,0.1431,88.0,76.7,,58.1,0,0,0,1,0,1,0,2,39.0,1
5,0.3341,,65.5,51.9,72.6,0,0,0,0,1,1,0,1,184.0,1
0,0.1515,1113.0,47.2,68.5,82.1,1,0,0,0,0,0,0,1,24.0,1
3,,404.0,,53.8,40.3,0,0,0,0,1,1,0,2,38.0,0
0,0.1331,143.0,57.9,31.7,52.4,0,0,0,1,0,1,1,2,44.0,1
2,0.2083,329.0,37.0,83.3,56.3,1,0,0,1,0,1,0,4,,1
3,0.6833,142.0,52.1,70.1,74.7,2,0,0,1,1,0,0,1,24.0,1
4,0.5498,577.0,57.6,50.0,53.6,0,1,0,1,0,0,0,0,11.0,0
0,0.2454,160.0,21.6,50.6,55.1,0,0,0,0,1,0,1,1,57.0,1
1,,,48.6,60.4,,0,0,1,0,1,1,0,1,7.0,0
3,0.3845,179.0,46.5,38.1,69.7,1,0,1,0,0,0,0,0,,1
0,0.3759,200.0,70.5,59.8,59.4,0,0,0,0,0,1,0,3,26.0,1
2,0.1442,637.0,18.8,35.0,51.5,2,0,0,0,1,0,0,0,30.0,0
2,0.2181,298.0,45.1,53.9,57.8,1,0,0,0,0,0,0,0,16.0,0
3,0.0887,211.0,33.3,37.5,80.0,2,0,1,1,1,0,1,1,106.0,1
4,0.476,,69.3,,45.9,0,0,0,0,0,0,0,1,34.0,0
2,0.7088,101.0,51.2,,48.5,0,0,0,0,0,0,1,3,27.0,1
4,0.2682,147.0,84.3,55.9,82.0,1,0,1,1,0,0,0,0,19.0,0
5,0.0847,318.0,53.9,58.1,63.2,1,0,0,0,1,0,0,1,,0
1,0.2997,,44.6,24.8,72.7,0,0,0,0,1,0,0,1,,0
2,0.1384,207.0,56.3,46.0,68.4,0,0,0,0,0,1,0,2,11.0,0
2,,668.0,45.6,61.9,61.4,0,0,0,0,0,0,0,0,,0
1,0.3026,186.0,67.5,57.9,56.4,0,0,1,0,0,0,0,1,44.0,0
3,0.278,,28.0,22.7,75.3,2,0,0,0,0,0,0,1,95.0,1
7,0.2349,172.0,37.2,58.1,80.6,1,0,0,0,0,0,0,2,52.0,1
4,0.1796,505.0,60.2,60.5,79.3,1,0,0,1,0,0,1,0,25.0,1
3,0.259,,,82.3,43.0,1,0,0,1,0,0,0,1,,1
2,0.1817,107.0,12.4,45.2,82.9,0,0,1,0,0,1,0,1,33.0,1
2,0.1237,233.0,,,56.3,1,0,1,1,0,0,0,1,51.0,0
2,,564.0,49.5,40.0,49.9,1,0,1,0,0,0,0,3,110.0,1
4,0.3094,132.0,18.1,38.5,59.3,1,0,1,0,0,0,1,2,34.0,0
2,0.2064,384.0,1.0,66.1,75.3,2,0,0,0,1,0,0,3,31.0,1
4,0.118,574.0,24.5,14.2,70.6,0,0,0,1,0,0,0,0,15.0,1
1,0.3693,288.0,51.6,48.3,57.9,1,0,0,1,0,0,0,0,35.0,0
0,0.0448,366.0,40.8,76.4,75.4,1,1,0,1,1,0,0,2,19.0,0
2,0.1781,741.0,63.4,55.1,64.2,2,0,0,0,0,1,0,0,19.0,1
5,0.1938,873.0,42.1,76.4,52.8,0,0,0,0,1,0,0,0,14.0,1
1,,267.0,32.1,30.4,50.7,0,0,0,0,0,0,0,0,37.0,0
1,0.292,206.0,44.6,31.0,,1,0,1,0,0,0,0,1,15.0,0
1,0.3984,166.0,52.6,76.6,,1,0,0,0,0,0,0,0,9.0,0
1,0.1449,472.0,56.2,56.5,40.0,1,0,0,0,0,1,0,3,,0
2,0.3143,132.0,37.8,56.5,75.6,0,1,1,0,0,0,1,1,18.0,1
4,0.2858,255.0,68.2,38.2,54.3,0,0,0,0,0,0,0,2,21.0,1
1,0.0836,,30.8,56.5,87.5,1,0,0,0,0,0,0,1,34.0,0
1,0.6098,,36.3,37.8,39.6,0,0,0,0,0,0,0,0,22.0,1
4,0.1163,,,72.8,59.1,0,0,1,0,1,0,1,1,45.0,1
2,0.2867,1153.0,71.3,100.0,,2,0,1,0,0,1,1,0,35.0,1
1,0.2657,258.0,49.6,62.3,46.4,0,0,0,0,1,0,0,1,61.0,0
2,0.2649,222.0,39.5,45.5,54.2,0,1,0,0,0,0,1,2,7.0,0
4,0.1955,512.0,68.7,17.0,90.3,0,0,0,0,0,0,0,1,11.0,0
1,0.3379,315.0,90.6,29.7,64.3,2,0,0,1,0,0,0,3,55.0,0
7,0.1303,687.0,55.8,78.3,49.3,2,0,1,1,0,0,1,1,33.0,0
2,0.2195,308.0,74.2,39.6,32.7,1,0,1,0,1,0,0,4,106.0,1
1,0.1572,241.0,70.6,49.4,34.5,0,0,1,0,0,0,0,0,7.0,0
0,0.1391,101.0,41.1,64.8,53.4,1,0,1,0,0,0,0,0,17.0,0
4,0.3249,120.0,52.5,77.2,51.9,1,0,0,0,1,1,1,1,27.0,1
1,0.3878,101.0,28.9,52.0,58.4,0,0,1,0,0,0,0,1,32.0,1
3,0.2001,354.0,48.3,48.9,25.6,2,0,0,1,0,0,0,2,32.0,0
4,0.3943,138.0,40.7,56.1,60.5,0,0,0,0,1,0,0,3,63.0,1
7,0.3158,621.0,44.7,45.6,78.4,0,0,1,0,0,0,0,1,25.0,0
3,0.1479,292.0,,46.4,88.0,1,0,1,1,0,0,0,3,105.0,1
2,,,46.8,61.2,,2,0,1,0,1,0,0,3,166.0,1
1,0.1818,173.0,61.6,57.8,49.2,1,1,0,0,0,0,0,0,10.0,0
3,0.1648,404.0,49.8,87.0,48.3,3,0,0,0,0,0,0,3,36.0,1
3,0.3059,184.0,18.4,61.6,64.3,1,0,1,0,0,0,1,4,75.0,1
2,0.259,164.0,38.6,72.3,42.5,3,0,0,0,1,1,0,2,61.0,0
4,0.107,,24.7,38.9,88.9,0,0,0,1,0,1,0,0,18.0,0
2,0.0918,,46.4,62.9,62.7,2,0,0,0,0,0,0,1,34.0,1
3,0.3053,252.0,61.1,44.2,60.0,0,0,0,1,0,1,0,3,10.0,1
2,0.1454,401.0,56.6,60.9,87.5,2,0,0,0,0,0,0,1,27.0,1
5,0.3218,300.0,37.8,65.3,61.7,0,0,1,1,0,0,0,1,,1
1,0.3294,,56.4,55.7,68.4,1,0,0,0,0,0,0,2,47.0,1
4,0.1276,187.0,,91.1,50.0,1,0,1,0,0,0,0,1,11.0,1
4,0.1181,915.0,31.5,84.4,40.1,1,0,1,0,0,0,0,0,28.0,0
1,0.5384,201.0,65.4,72.7,52.2,3,0,0,0,0,0,0,1,36.0,0
2,0.2762,662.0,66.7,66.5,97.0,2,0,0,0,0,0,0,0,26.0,0
2,0.1808,,69.1,81.5,72.1,1,0,0,0,0,0,1,4,,0
2,0.1362,,41.0,33.4,66.4,0,0,1,1,0,0,0,2,26.0,0
3,0.1825,430.0,73.2,75.6,46.4,1,0,0,0,0,0,0,1,71.0,1
1,0.1114,518.0,43.1,40.1,76.6,2,0,0,0,0,0,0,0,17.0,0
2,0.37,177.0,63.8,46.5,40.3,0,0,1,1,1,1,0,1,34.0,1
2,0.1485,509.0,42.8,63.4,36.9,1,0,0,0,0,1,0,1,,0
2,0.4154,777.0,48.0,73.5,53.1,1,1,0,0,0,0,0,1,63.0,1
2,,244.0,8.4,37.7,,1,0,1,1,0,1,0,1,29.0,0
3,0.1362,293.0,46.6,47.3,92.4,1,0,0,0,0,0,0,1,15.0,1
3,0.1912,215.0,53.6,56.5,54.8,0,0,0,0,0,0,0,1,28.0,1
2,0.0538,233.0,34.6,52.2,51.2,0,0,0,0,1,0,0,2,,0
1,0.2006,707.0,83.6,67.8,35.8,1,0,1,0,0,0,0,1,84.0,1
3,0.2201,165.0,,,63.2,0,0,1,0,0,0,0,3,34.0,1
6,0.4555,182.0,,61.3,,0,0,1,1,0,0,0,1,9.0,0
1,0.076,669.0,25.7,44.0,74.6,0,0,1,1,0,1,1,1,41.0,0
1,0.4062,389.0,41.9,35.6,76.6,0,1,0,0,0,1,0,1,115.0,0
5,0.428,959.0,70.6,58.1,58.8,1,0,0,0,1,1,0,3,112.0,1
2,,220.0,78.6,40.9,70.9,1,0,0,0,1,0,0,4,20.0,1
3,0.2348,308.0,39.4,62.0,50.8,1,0,1,0,0,0,1,3,28.0,0
1,0.3744,192.0,39.0,61.8,70.6,2,0,1,1,0,1,0,0,,1
1,,299.0,21.2,48.1,53.9,1,1,0,0,0,0,0,1,27.0,0
2,0.3369,106.0,75.5,84.8,69.4,1,0,1,0,0,0,0,2,42.0,1
4,0.1679,427.0,72.2,44.0,68.1,0,0,0,0,0,0,0,0,19.0,0
1,,330.0,40.1,53.2,63.1,0,0,0,1,0,0,0,1,13.0,0
5,0.1469,290.0,,64.6,74.7,0,0,0,0,1,0,0,3,92.0,1
4,0.2574,236.0,28.5,68.4,36.9,1,0,1,1,0,0,0,0,,0
1,0.1362,,55.1,74.2,,1,0,0,0,1,0,0,1,18.0,1
1,0.2636,412.0,61.9,,57.7,1,0,0,0,1,0,0,3,17.0,0
2,0.0842,148.0,4.8,70.8,38.9,1,0,1,0,0,0,1,2,51.0,0
0,0.0627,358.0,36.2,45.0,55.5,0,0,0,0,0,0,0,1,30.0,0
2,0.4842,881.0,81.1,,56.0,0,0,0,0,0,0,1,0,,1
0,0.3319,612.0,48.1,68.6,83.0,1,0,1,0,1,1,0,1,18.0,1
2,0.1278,123.0,,77.7,64.3,2,0,0,0,0,0,0,0,9.0,0
3,0.2413,214.0,63.7,30.0,78.5,0,0,0,0,1,0,0,0,21.0,1
0,0.3537,341.0,,41.4,,0,0,0,1,0,0,0,3,30.0,0
4,0.3232,282.0,46.7,67.3,53.4,0,0,1,1,0,1,0,0,29.0,1
3,0.2622,133.0,49.7,15.2,64.1,1,0,0,0,1,0,0,2,10.0,0
4,0.4688,362.0,34.9,62.4,73.7,0,0,1,0,0,0,0,4,58.0,1
1,0.1434,274.0,34.5,70.9,81.1,0,0,1,1,1,0,0,0,15.0,1
0,0.2054,,79.1,46.4,59.9,1,0,0,0,0,1,0,3,,1
3,0.2394,250.0,34.4,48.5,35.6,2,0,1,1,0,0,0,1,71.0,0
2,0.1959,535.0,,38.9,34.5,1,0,1,0,0,0,1,0,4.0,0
0,0.1629,135.0,44.1,47.2,56.8,2,0,1,1,0,0,0,3,46.0,0
2,0.2369,160.0,51.5,47.6,24.6,1,0,0,0,1,0,0,1,44.0,1
3,0.2463,,,44.8,90.7,2,0,0,0,0,0,0,0,13.0,1
4,0.1442,532.0,41.2,43.9,71.6,0,0,1,0,0,0,0,0,,0
2,0.3538,166.0,62.2,50.9,51.8,1,0,1,0,0,0,1,1,73.0,0
0,0.118,274.0,15.2,50.8,44.2,0,0,1,0,0,0,0,1,133.0,1
1,0.1901,129.0,59.9,83.1,78.4,0,0,0,1,1,0,1,1,79.0,0
3,0.2055,260.0,7.6,49.1,44.2,0,0,0,0,0,0,1,3,159.0,1
2,0.2772,446.0,47.9,60.2,45.7,1,0,0,0,1,0,0,2,22.0,1
1,0.0668,217.0,57.4,46.3,49.7,1,0,1,0,0,1,0,0,,0
1,,241.0,63.2,46.2,63.8,0,0,1,0,0,0,0,2,,0
2,0.1569,151.0,28.6,29.4,71.9,0,0,1,0,0,0,0,2,59.0,1
1,0.4194,193.0,30.9,31.4,81.1,1,0,0,0,0,0,1,1,6.0,0
2,,740.0,39.6,36.9,78.7,0,0,1,1,0,0,0,1,13.0,0
1,0.2087,287.0,55.4,57.8,62.0,0,0,0,1,1,1,1,0,16.0,1
1,0.6142,159.0,15.4,71.1,78.3,0,0,0,0,0,0,0,1,37.0,0
1,0.1841,232.0,51.8,28.2,51.3,0,0,0,0,1,0,0,0,36.0,0
4,0.5073,122.0,57.6,46.8,32.9,0,0,0,0,0,0,0,3,19.0,1
3,0.247,164.0,46.9,34.5,51.3,1,0,1,0,0,0,0,2,,1
2,0.2861,595.0,61.5,51.0,,0,0,0,1,0,1,0,0,10.0,0
4,0.2667,271.0,56.0,71.1,51.9,2,0,0,1,0,0,0,0,17.0,0
3,0.3853,812.0,42.3,56.3,46.7,2,0,0,0,0,1,0,2,11.0,0
3,0.1658,272.0,17.1,54.3,54.6,0,0,0,0,1,0,1,2,34.0,1
2,0.1325,276.0,,76.8,71.9,3,0,1,0,1,0,0,2,20.0,0
2,0.1602,400.0,34.8,61.9,89.4,1,0,0,0,0,0,0,1,48.0,0
1,0.2265,,41.6,43.6,34.4,2,0,0,0,0,0,0,0,24.0,0
0,,303.0,60.6,57.4,41.4,0,0,0,0,0,0,0,0,20.0,0
3,0.3572,,77.5,42.6,49.3,2,0,1,1,0,0,0,1,114.0,1
2,0.4665,637.0,51.3,61.3,74.3,1,0,0,0,0,0,0,2,42.0,0
4,0.1501,498.0,62.0,,58.7,0,0,0,0,0,0,0,2,23.0,0
0,0.1348,145.0,26.0,,50.4,0,0,0,1,1,0,0,0,19.0,1
1,0.0973,546.0,46.4,57.6,73.5,1,0,0,0,0,0,0,0,10.0,1
3,0.7384,249.0,50.9,53.2,,1,0,0,0,0,0,0,3,33.0,1
2,0.2692,,74.1,63.2,61.7,2,0,0,0,1,0,0,2,49.0,1
3,,320.0,42.3,67.5,48.9,0,0,1,1,0,0,0,0,5.0,1
2,0.1089,252.0,47.7,62.2,,0,0,0,1,0,0,0,1,9.0,0
2,0.2275,656.0,71.1,50.5,58.3,0,0,0,0,1,1,0,2,25.0,0
0,,326.0,50.3,69.0,58.1,2,0,1,0,0,0,0,2,13.0,0
4,0.2233,328.0,32.0,41.9,53.8,1,0,0,1,0,0,0,1,29.0,1
2,0.4113,462.0,97.9,35.2,76.8,0,1,0,1,0,0,0,0,28.0,1
1,,503.0,32.6,7.1,,0,0,0,0,1,0,1,2,35.0,1
1,0.1273,425.0,50.8,53.9,78.6,0,0,0,0,0,0,0,1,43.0,0
2,0.1297,614.0,58.2,42.7,83.4,1,0,0,1,0,0,0,0,15.0,1
7,0.1896,435.0,56.8,61.0,,1,0,1,0,0,1,0,2,30.0,1
1,,303.0,48.6,25.4,53.9,1,0,0,0,0,0,0,2,14.0,1
1,0.3803,545.0,48.7,45.3,78.6,1,0,1,0,0,0,0,0,31.0,1
1,0.199,262.0,47.8,62.1,69.5,0,0,1,0,0,0,0,1,29.0,0
1,0.2187,281.0,31.9,39.6,100.0,0,0,0,0,1,0,0,0,11.0,1
4,,755.0,90.7,61.1,67.0,1,0,1,0,0,1,0,0,22.0,0
3,0.3944,701.0,48.0,46.6,73.2,0,0,0,0,1,0,0,0,29.0,1
1,0.174,275.0,62.7,54.5,66.6,1,0,0,0,1,1,0,1,42.0,1
3,0.2095,224.0,46.0,63.9,60.4,1,0,1,1,1,0,0,2,49.0,1
0,0.2822,605.0,45.6,69.3,57.9,0,0,0,0,1,0,0,0,17.0,0
2,0.2053,437.0,43.8,56.4,66.7,2,0,1,0,0,0,1,3,65.0,1
0,0.1774,322.0,24.1,42.8,70.3,0,0,0,1,1,0,0,1,51.0,1
4,0.2582,,49.1,48.1,80.5,1,0,0,0,0,0,1,0,14.0,1
3,0.3744,345.0,44.7,64.6,66.9,1,0,0,0,0,0,0,1,11.0,1
1,0.5302,273.0,73.1,39.7,54.6,0,0,0,0,0,0,1,1,16.0,1
3,0.3335,199.0,,52.3,56.8,2,0,0,0,0,0,1,1,9.0,1
1,0.3335,296.0,,49.2,40.8,1,0,0,1,0,1,0,2,,0
3,0.2166,332.0,35.8,53.4,88.6,2,0,0,0,1,0,0,1,87.0,0
1,,224.0,78.0,39.9,53.3,0,0,0,1,0,1,0,0,76.0,1
1,0.3072,454.0,36.4,27.2,77.5,1,0,1,0,0,0,0,2,13.0,1
3,0.2656,583.0,62.1,62.8,66.4,3,0,0,0,0,0,0,1,52.0,0
2,0.1041,480.0,69.5,69.5,66.9,2,0,0,0,1,0,0,1,36.0,0
5,0.2275,257.0,49.4,28.1,60.1,0,0,1,0,0,0,0,1,4.0,0
4,0.2452,444.0,27.2,60.5,49.4,0,0,1,1,0,0,0,1,,1
4,0.1938,306.0,27.4,71.2,46.5,0,0,1,0,1,1,1,2,27.0,1
