alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
3,,278.0,60.6,54.2,60.4,1,0,0,0,0,0,0,1,19.0,1
3,0.3657,289.0,82.9,59.2,62.5,2,0,0,0,0,0,0,0,22.0,0
2,0.3619,404.0,45.0,69.6,69.6,0,0,0,0,0,0,0,1,73.0,1
2,0.0975,189.0,71.2,49.9,100.0,1,0,1,1,1,0,0,1,70.0,0
3,0.2849,294.0,,67.4,65.0,1,0,1,1,0,1,0,1,,1
2,0.3301,237.0,100.0,57.8,72.6,0,0,1,1,1,1,0,1,20.0,1
0,0.1145,113.0,30.5,35.3,35.0,1,0,0,0,0,0,0,2,46.0,0
3,0.2429,173.0,39.6,33.8,54.2,0,0,1,0,0,0,0,2,41.0,1
4,0.2408,694.0,59.5,71.8,81.7,1,0,1,1,0,0,0,1,12.0,1
3,0.6658,355.0,59.2,72.9,68.4,0,0,1,0,1,1,0,3,78.0,1
4,0.7397,,87.1,59.8,5.0,1,0,1,1,0,0,0,1,14.0,1
1,0.0858,118.0,30.0,77.4,72.8,1,0,0,0,0,1,0,1,78.0,0
1,0.8451,259.0,68.3,70.8,,0,0,0,0,0,0,0,0,37.0,1
2,0.1376,,72.9,65.3,30.1,2,0,0,0,0,0,0,2,13.0,1
1,0.3676,249.0,64.7,41.3,86.3,1,0,0,0,1,1,0,4,32.0,1
3,0.4122,589.0,34.7,81.0,17.6,4,0,1,1,0,0,0,0,16.0,0
2,0.1316,342.0,77.3,63.0,77.0,1,0,1,0,0,0,1,1,,1
2,0.2986,365.0,74.1,49.2,61.9,1,0,1,0,0,0,0,3,30.0,1
1,0.2021,,62.8,45.0,24.4,0,0,0,0,0,0,0,2,12.0,1
2,0.3088,471.0,55.7,58.9,69.1,0,0,0,1,1,1,0,1,11.0,0
6,0.3285,254.0,56.1,29.9,80.4,0,0,0,0,1,1,0,3,67.0,1
1,0.4139,444.0,50.6,65.5,67.8,0,0,1,1,1,1,0,1,42.0,0
1,0.2235,176.0,63.5,40.7,71.4,0,0,1,1,0,0,0,1,,0
1,0.1955,,52.6,60.6,55.4,2,0,1,0,0,0,0,4,49.0,1
2,0.416,342.0,36.7,47.2,32.2,2,0,0,1,0,1,0,1,,1
0,0.2778,248.0,33.1,51.0,73.1,3,0,0,1,0,0,0,1,32.0,1
1,0.3206,345.0,38.5,43.6,90.0,1,0,1,0,1,1,0,0,,0
0,0.1401,234.0,56.0,52.6,,1,0,0,0,0,0,0,0,63.0,0
1,0.1206,193.0,51.5,83.3,30.2,1,0,1,0,0,0,0,0,19.0,0
2,0.1666,681.0,55.9,75.8,37.8,0,0,0,0,0,0,0,0,16.0,1
1,0.1524,491.0,61.0,60.3,48.5,1,0,0,0,1,0,0,2,,0
0,0.3111,178.0,40.7,54.6,36.5,1,0,0,0,0,0,1,2,73.0,1
4,0.439,400.0,78.4,67.7,,1,0,1,0,0,0,0,1,52.0,1
3,0.2219,191.0,47.2,71.9,68.3,1,0,0,0,0,0,0,0,16.0,0
5,0.5987,156.0,44.2,42.6,39.1,0,0,1,0,1,0,0,2,12.0,1
1,,487.0,60.7,,74.4,0,0,1,1,0,0,0,0,10.0,1
2,0.2602,110.0,18.9,27.7,71.6,3,0,0,0,0,0,0,3,50.0,1
1,0.1364,459.0,37.8,71.8,53.2,1,0,1,0,0,0,0,0,23.0,1
4,0.6105,255.0,69.7,86.0,59.2,1,0,1,0,1,0,0,2,66.0,1
2,0.2201,251.0,20.7,56.2,30.8,0,0,0,0,1,1,0,0,32.0,0
2,0.244,353.0,72.1,23.1,56.7,2,0,1,0,0,1,0,3,76.0,0
2,0.1889,387.0,79.2,,,0,0,0,1,0,0,0,0,33.0,0
3,0.1482,182.0,,41.4,64.7,0,0,0,0,0,0,0,0,48.0,1
1,0.0956,409.0,47.3,45.0,68.1,0,0,0,0,0,0,0,2,6.0,0
1,0.3036,294.0,72.1,64.4,65.9,0,0,1,0,0,0,0,1,10.0,1
2,0.148,141.0,43.6,58.8,57.8,1,0,0,0,0,1,0,0,18.0,1
6,1.0,278.0,,47.7,66.6,3,0,0,0,1,0,0,1,80.0,1
1,0.118,,39.9,45.3,78.0,0,0,1,0,0,0,0,0,110.0,1
4,0.1285,737.0,43.4,56.9,60.5,0,0,0,0,0,0,0,2,27.0,0
2,0.3014,,37.6,48.9,67.1,0,0,1,0,0,0,0,1,17.0,1
2,0.5279,146.0,58.2,38.4,59.0,2,0,1,0,0,1,0,1,,1
2,0.2359,369.0,72.8,50.0,51.7,0,0,0,0,0,0,0,0,49.0,1
2,0.3118,449.0,48.7,60.1,,1,0,0,0,0,1,0,1,18.0,1
1,0.0778,411.0,,52.3,53.1,1,0,1,1,0,0,0,3,,0
3,0.1665,442.0,32.5,33.8,68.2,0,0,0,0,0,0,0,0,14.0,1
0,0.1119,330.0,59.1,69.8,62.5,0,0,0,1,0,1,0,4,214.0,0
5,0.0961,287.0,75.2,13.9,57.1,0,0,1,0,0,0,0,0,45.0,1
1,0.2286,197.0,59.1,48.3,56.7,0,0,1,0,0,0,0,2,14.0,1
2,0.0663,99.0,35.0,45.7,53.9,1,0,1,0,0,1,0,2,38.0,0
2,0.11,339.0,65.8,57.2,35.7,1,0,0,0,0,1,0,1,51.0,0
3,0.1799,318.0,47.7,63.4,68.1,0,0,1,0,0,0,0,2,26.0,0
0,0.1278,367.0,45.2,71.9,,0,1,1,1,0,0,1,3,69.0,0
